transaction_id,customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,frequency_score,revenue_segment
678,678,60,Male,Socks,Clothing,62.0,Washington,S,Turquoise,Summer,2.7,True,Express,True,True,41,PayPal,Annually,Senior,1,Medium
679,679,27,Male,Blouse,Clothing,74.0,Maine,M,Teal,Fall,3.3,True,Store Pickup,True,True,25,Debit Card,Every 3 Months,Adult,4,High
680,680,56,Male,Sandals,Footwear,95.0,Michigan,M,Turquoise,Fall,3.4,True,Express,True,True,37,Venmo,Fortnightly,Middle Age,26,High
681,681,58,Male,Sneakers,Footwear,25.0,Tennessee,M,Magenta,Spring,4.2,True,Express,True,True,3,PayPal,Annually,Middle Age,1,Low
682,682,30,Male,Shirt,Clothing,59.0,Louisiana,XL,Purple,Winter,3.8,True,2-Day Shipping,True,True,24,Credit Card,Every 3 Months,Adult,4,Medium
683,683,23,Male,Jacket,Outerwear,29.0,Missouri,M,Brown,Summer,4.0,True,Standard,True,True,49,Credit Card,Bi-Weekly,Young Adult,26,Low
684,684,33,Male,Sandals,Footwear,36.0,Michigan,S,Violet,Winter,2.7,True,Free Shipping,True,True,3,Bank Transfer,Monthly,Adult,12,Medium
685,685,63,Male,Hat,Accessories,82.0,Alabama,M,Yellow,Summer,4.7,True,Express,True,True,42,Debit Card,Monthly,Senior,12,High
686,686,70,Male,Blouse,Clothing,71.0,Massachusetts,XL,Magenta,Winter,3.5,True,Standard,True,True,32,Cash,Fortnightly,Senior,26,High
687,687,70,Male,Sweater,Clothing,35.0,Indiana,L,Beige,Fall,3.0,True,2-Day Shipping,True,True,33,Venmo,Fortnightly,Senior,26,Medium
688,688,19,Male,Gloves,Accessories,38.0,West Virginia,XL,Turquoise,Winter,3.3,True,Free Shipping,True,True,46,Bank Transfer,Quarterly,Young Adult,4,Medium
689,689,25,Male,Scarf,Accessories,59.0,Michigan,S,Peach,Summer,4.7,True,Store Pickup,True,True,44,Venmo,Monthly,Young Adult,12,Medium
690,690,19,Male,Hoodie,Clothing,91.0,Pennsylvania,M,Orange,Summer,4.7,True,Express,True,True,35,Credit Card,Every 3 Months,Young Adult,4,High
691,691,25,Male,Shorts,Clothing,68.0,Alaska,XL,Red,Spring,4.8,True,Standard,True,True,45,Bank Transfer,Weekly,Young Adult,52,Medium
692,692,60,Male,Backpack,Accessories,21.0,Massachusetts,L,Silver,Summer,2.9,True,Standard,True,True,37,PayPal,Bi-Weekly,Senior,26,Low
693,693,35,Male,Sunglasses,Accessories,95.0,North Dakota,M,Cyan,Spring,4.0,True,2-Day Shipping,True,True,40,Debit Card,Every 3 Months,Adult,4,High
694,694,46,Male,Shorts,Clothing,52.0,Vermont,L,Turquoise,Spring,3.1,True,Free Shipping,True,True,30,Cash,Every 3 Months,Middle Age,4,Medium
695,695,41,Male,Dress,Clothing,21.0,Kentucky,S,Charcoal,Fall,3.5,True,2-Day Shipping,True,True,38,Venmo,Every 3 Months,Middle Age,4,Low
696,696,30,Male,Shorts,Clothing,67.0,Nevada,XL,Peach,Summer,3.7,True,Next Day Air,True,True,15,Debit Card,Every 3 Months,Adult,4,Medium
697,697,44,Male,Belt,Accessories,42.0,Utah,L,Green,Fall,2.8,True,Standard,True,True,49,Cash,Monthly,Middle Age,12,Medium
698,698,61,Male,Scarf,Accessories,63.0,North Dakota,XL,Brown,Summer,4.6,True,Free Shipping,True,True,40,Debit Card,Quarterly,Senior,4,Medium
699,699,55,Male,Boots,Footwear,41.0,Iowa,M,Yellow,Winter,3.8,True,Standard,True,True,40,Debit Card,Weekly,Middle Age,52,Medium
700,700,50,Male,Handbag,Accessories,46.0,Connecticut,M,Charcoal,Fall,2.6,True,2-Day Shipping,True,True,5,PayPal,Weekly,Middle Age,52,Medium
701,701,57,Male,Pants,Clothing,79.0,Wisconsin,L,Olive,Winter,4.1,True,Standard,True,True,5,PayPal,Monthly,Middle Age,12,High
702,702,51,Male,Boots,Footwear,90.0,Idaho,L,Red,Fall,3.3,True,Next Day Air,True,True,5,Debit Card,Every 3 Months,Middle Age,4,High
703,703,18,Male,Shirt,Clothing,71.0,Montana,M,White,Winter,3.4,True,Store Pickup,True,True,1,Cash,Weekly,Young Adult,52,High
704,704,63,Male,Dress,Clothing,87.0,Connecticut,L,Pink,Summer,3.0,True,Standard,True,True,21,Venmo,Weekly,Senior,52,High
705,705,34,Male,Hoodie,Clothing,66.0,Idaho,S,Black,Spring,3.2,True,Express,True,True,18,PayPal,Annually,Adult,1,Medium
706,706,25,Male,Pants,Clothing,90.0,Arkansas,XL,Indigo,Summer,4.5,True,Free Shipping,True,True,49,Cash,Quarterly,Young Adult,4,High
707,707,46,Male,Jeans,Clothing,47.0,Iowa,L,Turquoise,Summer,4.8,True,Express,True,True,27,Debit Card,Weekly,Middle Age,52,Medium
708,708,59,Male,Shirt,Clothing,38.0,Louisiana,L,Purple,Spring,3.7,True,Next Day Air,True,True,21,Venmo,Annually,Middle Age,1,Medium
709,709,37,Male,Backpack,Accessories,50.0,Kentucky,L,Beige,Summer,3.4,True,Store Pickup,True,True,19,Cash,Fortnightly,Adult,26,Medium
710,710,49,Male,Jacket,Outerwear,79.0,Massachusetts,L,Charcoal,Summer,4.6,True,Standard,True,True,23,Debit Card,Monthly,Middle Age,12,High
711,711,22,Male,Scarf,Accessories,91.0,Virginia,L,Turquoise,Spring,4.1,True,Standard,True,True,26,PayPal,Fortnightly,Young Adult,26,High
712,712,64,Male,Boots,Footwear,60.0,New Hampshire,M,Maroon,Spring,3.5,True,2-Day Shipping,True,True,13,Bank Transfer,Bi-Weekly,Senior,26,Medium
713,713,42,Male,Blouse,Clothing,81.0,New Hampshire,XL,Black,Summer,3.8,True,Next Day Air,True,True,36,Bank Transfer,Quarterly,Middle Age,4,High
714,714,37,Male,Hoodie,Clothing,90.0,Oregon,M,Lavender,Summer,2.6,True,Express,True,True,39,Bank Transfer,Bi-Weekly,Adult,26,High
715,715,26,Male,Jacket,Outerwear,70.0,South Dakota,M,Magenta,Fall,4.4,True,Store Pickup,True,True,40,Debit Card,Fortnightly,Adult,26,High
716,716,33,Male,Jeans,Clothing,63.0,Delaware,L,Green,Spring,2.6,True,Express,True,True,37,Debit Card,Quarterly,Adult,4,Medium
717,717,30,Male,Jewelry,Accessories,29.0,Missouri,M,Olive,Spring,3.6,True,Express,True,True,9,Venmo,Bi-Weekly,Adult,26,Low
718,718,21,Male,Socks,Clothing,90.0,Alaska,L,Green,Spring,4.2,True,Express,True,True,7,Venmo,Every 3 Months,Young Adult,4,High
719,719,22,Male,Shirt,Clothing,22.0,Florida,M,Peach,Summer,4.6,True,Standard,True,True,25,Bank Transfer,Annually,Young Adult,1,Low
720,720,63,Male,Shorts,Clothing,22.0,Mississippi,L,Turquoise,Summer,3.3,True,Next Day Air,True,True,42,Venmo,Bi-Weekly,Senior,26,Low
721,721,33,Male,Jewelry,Accessories,62.0,New Mexico,L,Orange,Fall,3.4,True,Free Shipping,True,True,19,Debit Card,Weekly,Adult,52,Medium
722,722,43,Male,Blouse,Clothing,57.0,California,L,Silver,Summer,4.4,True,Next Day Air,True,True,41,Debit Card,Every 3 Months,Middle Age,4,Medium
723,723,27,Male,Sweater,Clothing,32.0,Wyoming,S,Blue,Summer,4.3,True,Store Pickup,True,True,50,Cash,Bi-Weekly,Adult,26,Medium
724,724,35,Male,Jewelry,Accessories,53.0,Missouri,L,Cyan,Fall,3.5,True,Express,True,True,43,PayPal,Monthly,Adult,12,Medium
725,725,37,Male,T-shirt,Clothing,79.0,New Hampshire,XL,Green,Fall,4.7,True,Store Pickup,True,True,36,Venmo,Every 3 Months,Adult,4,High
726,726,61,Male,Hat,Accessories,61.0,Texas,L,Silver,Winter,3.1,True,Standard,True,True,33,Debit Card,Fortnightly,Senior,26,Medium
727,727,32,Male,Shorts,Clothing,78.0,North Dakota,L,Yellow,Summer,3.6,True,Next Day Air,True,True,20,Bank Transfer,Every 3 Months,Adult,4,High
728,728,62,Male,Sweater,Clothing,97.0,Arkansas,S,Gray,Winter,4.8,True,Next Day Air,True,True,37,Venmo,Every 3 Months,Senior,4,High
729,729,29,Male,Jeans,Clothing,78.0,Nebraska,M,Pink,Winter,3.7,True,Next Day Air,True,True,12,PayPal,Every 3 Months,Adult,4,High
730,730,41,Male,Sunglasses,Accessories,56.0,Minnesota,L,Beige,Summer,3.2,True,Express,True,True,46,PayPal,Every 3 Months,Middle Age,4,Medium
731,731,48,Male,Boots,Footwear,25.0,Massachusetts,M,Indigo,Summer,3.9,True,Standard,True,True,28,Venmo,Fortnightly,Middle Age,26,Low
732,732,43,Male,Coat,Outerwear,28.0,Arkansas,M,Red,Spring,3.5,True,Free Shipping,True,True,30,PayPal,Fortnightly,Middle Age,26,Low
733,733,34,Male,Shirt,Clothing,57.0,New Hampshire,L,Blue,Spring,2.8,True,Express,True,True,28,Cash,Bi-Weekly,Adult,26,Medium
734,734,45,Male,Dress,Clothing,36.0,Rhode Island,L,Cyan,Fall,2.7,True,2-Day Shipping,True,True,20,Debit Card,Bi-Weekly,Middle Age,26,Medium
735,735,65,Male,Shirt,Clothing,69.0,New Jersey,S,Violet,Winter,3.1,True,Express,True,True,39,Bank Transfer,Every 3 Months,Senior,4,Medium
736,736,61,Male,Sunglasses,Accessories,48.0,Montana,M,Orange,Fall,3.6,True,2-Day Shipping,True,True,48,Cash,Bi-Weekly,Senior,26,Medium
737,737,18,Male,Dress,Clothing,58.0,Colorado,L,Maroon,Spring,2.9,True,2-Day Shipping,True,True,32,Credit Card,Every 3 Months,Young Adult,4,Medium
738,738,47,Male,Sunglasses,Accessories,24.0,Nebraska,M,Teal,Spring,3.6,True,Store Pickup,True,True,28,PayPal,Annually,Middle Age,1,Low
739,739,56,Male,Sunglasses,Accessories,31.0,Minnesota,L,Orange,Winter,3.5,True,2-Day Shipping,True,True,27,Venmo,Quarterly,Middle Age,4,Medium
740,740,64,Male,Shorts,Clothing,29.0,Minnesota,S,Purple,Summer,3.5,True,Free Shipping,True,True,26,Venmo,Bi-Weekly,Senior,26,Low
741,741,26,Male,Jeans,Clothing,69.0,South Dakota,M,Orange,Summer,2.8,True,Next Day Air,True,True,22,Credit Card,Fortnightly,Adult,26,Medium
742,742,22,Male,T-shirt,Clothing,79.0,West Virginia,XL,Yellow,Summer,4.7,True,Free Shipping,True,True,23,Bank Transfer,Every 3 Months,Young Adult,4,High
743,743,64,Male,Pants,Clothing,39.0,Nevada,M,Charcoal,Summer,3.1,True,Express,True,True,21,Debit Card,Quarterly,Senior,4,Medium
744,744,21,Male,Sunglasses,Accessories,84.0,North Carolina,L,Gray,Fall,4.9,True,Free Shipping,True,True,36,Cash,Weekly,Young Adult,52,High
745,745,67,Male,Boots,Footwear,66.0,Illinois,S,Charcoal,Spring,4.1,True,Next Day Air,True,True,42,Debit Card,Bi-Weekly,Senior,26,Medium
746,746,46,Male,T-shirt,Clothing,92.0,Michigan,L,Orange,Fall,4.7,True,Standard,True,True,4,Venmo,Monthly,Middle Age,12,High
747,747,40,Male,Sandals,Footwear,45.0,Michigan,M,Red,Winter,2.5,True,Free Shipping,True,True,47,Credit Card,Annually,Middle Age,1,Medium
748,748,51,Male,Shorts,Clothing,74.0,Oklahoma,L,Gold,Spring,4.4,True,Next Day Air,True,True,13,Bank Transfer,Weekly,Middle Age,52,High
749,749,35,Male,Hat,Accessories,39.0,South Dakota,L,Brown,Fall,3.9,True,Free Shipping,True,True,8,Bank Transfer,Quarterly,Adult,4,Medium
750,750,56,Male,Scarf,Accessories,71.0,Oklahoma,M,Olive,Winter,3.7,True,Standard,True,True,11,Debit Card,Quarterly,Middle Age,4,High
751,751,25,Male,T-shirt,Clothing,95.0,Maryland,L,Violet,Fall,3.4,True,Free Shipping,True,True,5,Venmo,Annually,Young Adult,1,High
752,752,65,Male,Gloves,Accessories,72.0,Ohio,L,Indigo,Fall,4.8,True,Free Shipping,True,True,1,Credit Card,Monthly,Senior,12,High
753,753,39,Male,Scarf,Accessories,85.0,Ohio,L,Yellow,Fall,4.2,True,2-Day Shipping,True,True,17,PayPal,Every 3 Months,Adult,4,High
754,754,47,Male,Boots,Footwear,54.0,Massachusetts,M,Teal,Fall,3.4,True,Store Pickup,True,True,27,Venmo,Quarterly,Middle Age,4,Medium
755,755,36,Male,Gloves,Accessories,41.0,North Carolina,L,Pink,Spring,2.9,True,Store Pickup,True,True,3,Debit Card,Quarterly,Adult,4,Medium
756,756,66,Male,Coat,Outerwear,24.0,Florida,M,Violet,Spring,3.3,True,Free Shipping,True,True,22,PayPal,Weekly,Senior,52,Low
757,757,62,Male,Belt,Accessories,99.0,Montana,S,Orange,Summer,4.8,True,Standard,True,True,24,Cash,Fortnightly,Senior,26,High
758,758,41,Male,Hoodie,Clothing,32.0,Minnesota,M,Red,Fall,3.8,True,Store Pickup,True,True,18,Debit Card,Quarterly,Middle Age,4,Medium
759,759,66,Male,Shoes,Footwear,71.0,Massachusetts,L,Peach,Summer,4.6,True,2-Day Shipping,True,True,39,Bank Transfer,Every 3 Months,Senior,4,High
760,760,51,Male,Dress,Clothing,49.0,Rhode Island,XL,Green,Winter,2.6,True,Next Day Air,True,True,25,Credit Card,Fortnightly,Middle Age,26,Medium
761,761,33,Male,Gloves,Accessories,50.0,Minnesota,XL,Violet,Fall,3.4,True,Free Shipping,True,True,6,Cash,Annually,Adult,1,Medium
762,762,57,Male,Jewelry,Accessories,91.0,Nevada,L,Yellow,Fall,4.2,True,Express,True,True,26,Bank Transfer,Weekly,Middle Age,52,High
763,763,45,Male,Belt,Accessories,46.0,New Mexico,M,Pink,Fall,3.9,True,Standard,True,True,43,Debit Card,Fortnightly,Middle Age,26,Medium
764,764,61,Male,Sweater,Clothing,50.0,North Carolina,M,Brown,Spring,2.9,True,2-Day Shipping,True,True,6,Credit Card,Monthly,Senior,12,Medium
765,765,55,Male,Skirt,Clothing,39.0,Virginia,XL,Silver,Fall,4.2,True,Free Shipping,True,True,6,Debit Card,Quarterly,Middle Age,4,Medium
766,766,54,Male,Sneakers,Footwear,99.0,Alaska,M,Pink,Summer,3.0,True,Store Pickup,True,True,13,Cash,Quarterly,Middle Age,4,High
767,767,57,Male,Gloves,Accessories,48.0,Nevada,M,Cyan,Winter,3.6,True,Next Day Air,True,True,13,PayPal,Monthly,Middle Age,12,Medium
768,768,27,Male,Coat,Outerwear,77.0,Pennsylvania,M,Brown,Fall,2.5,True,Next Day Air,True,True,11,Cash,Annually,Adult,1,High
769,769,64,Male,Backpack,Accessories,95.0,Illinois,XL,Red,Spring,2.6,True,Express,True,True,45,Venmo,Weekly,Senior,52,High
770,770,52,Male,Socks,Clothing,100.0,Delaware,M,Silver,Spring,4.3,True,Store Pickup,True,True,8,PayPal,Monthly,Middle Age,12,High
771,771,19,Male,Sneakers,Footwear,54.0,Vermont,M,Gray,Spring,3.3,True,Express,True,True,8,Credit Card,Annually,Young Adult,1,Medium
772,772,22,Male,Sweater,Clothing,68.0,Hawaii,L,Cyan,Fall,2.6,True,Next Day Air,True,True,34,Bank Transfer,Fortnightly,Young Adult,26,Medium
773,773,18,Male,Jeans,Clothing,22.0,Illinois,L,Teal,Fall,3.6,True,Free Shipping,True,True,40,Debit Card,Bi-Weekly,Young Adult,26,Low
774,774,29,Male,Hat,Accessories,84.0,California,L,Indigo,Winter,2.6,True,Express,True,True,14,Debit Card,Bi-Weekly,Adult,26,High
775,775,42,Male,Hat,Accessories,46.0,Nevada,M,Yellow,Summer,3.5,True,Standard,True,True,11,Credit Card,Quarterly,Middle Age,4,Medium
776,776,49,Male,Handbag,Accessories,53.0,Kentucky,S,Gold,Winter,3.0,True,Store Pickup,True,True,8,PayPal,Monthly,Middle Age,12,Medium
777,777,49,Male,Shirt,Clothing,60.0,Alabama,M,Maroon,Spring,5.0,True,Standard,True,True,8,Venmo,Every 3 Months,Middle Age,4,Medium
778,778,55,Male,Socks,Clothing,32.0,Wyoming,XL,Silver,Spring,2.5,True,Express,True,True,37,Venmo,Weekly,Middle Age,52,Medium
779,779,29,Male,Socks,Clothing,50.0,Massachusetts,M,Yellow,Summer,2.9,True,Store Pickup,True,True,23,Debit Card,Annually,Adult,1,Medium
780,780,60,Male,Dress,Clothing,94.0,Utah,M,Blue,Spring,4.6,True,Express,True,True,38,Cash,Annually,Senior,1,High
781,781,34,Male,Shoes,Footwear,26.0,New York,M,Turquoise,Spring,3.6,True,Free Shipping,True,True,38,Cash,Quarterly,Adult,4,Low
782,782,30,Male,Scarf,Accessories,44.0,Vermont,L,Indigo,Winter,3.0,True,Store Pickup,True,True,12,Credit Card,Fortnightly,Adult,26,Medium
783,783,28,Male,Hoodie,Clothing,57.0,Hawaii,M,Green,Summer,4.5,True,Standard,True,True,15,Cash,Weekly,Adult,52,Medium
784,784,63,Male,T-shirt,Clothing,65.0,Louisiana,L,Purple,Winter,4.5,True,Next Day Air,True,True,38,PayPal,Fortnightly,Senior,26,Medium
785,785,31,Male,Jeans,Clothing,72.0,Alabama,M,Peach,Winter,3.2,True,Store Pickup,True,True,41,Bank Transfer,Every 3 Months,Adult,4,High
786,786,46,Male,Shorts,Clothing,62.0,Louisiana,S,Purple,Spring,4.0,True,Next Day Air,True,True,37,PayPal,Fortnightly,Middle Age,26,Medium
787,787,70,Male,Hat,Accessories,21.0,Indiana,S,Teal,Winter,4.8,True,Express,True,True,16,Bank Transfer,Every 3 Months,Senior,4,Low
788,788,53,Male,Handbag,Accessories,85.0,Michigan,S,Green,Spring,3.7,True,Free Shipping,True,True,25,Venmo,Weekly,Middle Age,52,High
789,789,50,Male,Pants,Clothing,51.0,Rhode Island,XL,Yellow,Summer,3.8,True,Store Pickup,True,True,18,Bank Transfer,Quarterly,Middle Age,4,Medium
790,790,33,Male,Handbag,Accessories,84.0,Idaho,S,Purple,Fall,2.7,True,Standard,True,True,4,Credit Card,Bi-Weekly,Adult,26,High
791,791,22,Male,Sweater,Clothing,37.0,Louisiana,M,Indigo,Summer,4.9,True,Store Pickup,True,True,12,Bank Transfer,Quarterly,Young Adult,4,Medium
792,792,50,Male,Scarf,Accessories,44.0,North Carolina,S,Magenta,Summer,3.1,True,2-Day Shipping,True,True,35,PayPal,Fortnightly,Middle Age,26,Medium
793,793,34,Male,Sneakers,Footwear,45.0,New Jersey,M,Violet,Spring,4.2,True,Next Day Air,True,True,45,Venmo,Weekly,Adult,52,Medium
794,794,24,Male,Pants,Clothing,35.0,Alabama,L,Maroon,Summer,3.8,True,Free Shipping,True,True,16,Credit Card,Monthly,Young Adult,12,Medium
795,795,69,Male,Backpack,Accessories,50.0,Kentucky,XL,Yellow,Winter,4.2,True,Store Pickup,True,True,10,Debit Card,Fortnightly,Senior,26,Medium
796,796,39,Male,Sandals,Footwear,26.0,New York,M,Beige,Summer,4.6,True,Store Pickup,True,True,34,Venmo,Annually,Adult,1,Low
797,797,42,Male,Socks,Clothing,78.0,Arizona,XL,Black,Fall,4.0,True,2-Day Shipping,True,True,43,Credit Card,Annually,Middle Age,1,High
798,798,42,Male,Coat,Outerwear,82.0,Maryland,M,Violet,Fall,4.0,True,2-Day Shipping,True,True,38,Debit Card,Weekly,Middle Age,52,High
799,799,29,Male,Socks,Clothing,39.0,Alaska,M,Violet,Spring,3.8,True,2-Day Shipping,True,True,48,PayPal,Every 3 Months,Adult,4,Medium
800,800,55,Male,Belt,Accessories,55.0,Nevada,L,Brown,Summer,3.3,True,Free Shipping,True,True,31,PayPal,Annually,Middle Age,1,Medium
801,801,32,Male,Socks,Clothing,20.0,Utah,S,Gold,Summer,2.6,True,Free Shipping,True,True,20,Cash,Every 3 Months,Adult,4,Low
802,802,25,Male,Belt,Accessories,29.0,New Mexico,L,Blue,Fall,4.9,True,Express,True,True,12,Credit Card,Fortnightly,Young Adult,26,Low
803,803,38,Male,Pants,Clothing,41.0,Delaware,M,Teal,Winter,3.5,True,Next Day Air,True,True,2,Bank Transfer,Weekly,Adult,52,Medium
804,804,32,Male,Shorts,Clothing,38.0,Connecticut,L,Silver,Winter,2.8,True,Express,True,True,30,Venmo,Every 3 Months,Adult,4,Medium
805,805,43,Male,Boots,Footwear,47.0,Mississippi,M,Maroon,Summer,2.6,True,Store Pickup,True,True,28,Venmo,Quarterly,Middle Age,4,Medium
806,806,41,Male,Dress,Clothing,30.0,Connecticut,L,White,Summer,3.7,True,Next Day Air,True,True,40,Debit Card,Monthly,Middle Age,12,Medium
807,807,56,Male,Jeans,Clothing,56.0,Florida,L,Charcoal,Summer,2.7,True,Standard,True,True,46,PayPal,Quarterly,Middle Age,4,Medium
808,808,27,Male,T-shirt,Clothing,89.0,New York,S,Brown,Winter,3.3,True,Express,True,True,15,Credit Card,Weekly,Adult,52,High
809,809,46,Male,Shoes,Footwear,96.0,Wisconsin,L,Lavender,Fall,4.6,True,Next Day Air,True,True,38,Cash,Every 3 Months,Middle Age,4,High
810,810,48,Male,Boots,Footwear,81.0,South Carolina,M,Violet,Fall,4.9,True,Next Day Air,True,True,30,PayPal,Bi-Weekly,Middle Age,26,High
811,811,52,Male,Scarf,Accessories,83.0,South Dakota,S,Lavender,Fall,4.9,True,Store Pickup,True,True,32,Debit Card,Bi-Weekly,Middle Age,26,High
812,812,18,Male,Sneakers,Footwear,35.0,Illinois,M,Green,Winter,2.7,True,Free Shipping,True,True,36,Venmo,Quarterly,Young Adult,4,Medium
813,813,64,Male,Boots,Footwear,56.0,Alaska,M,Olive,Summer,3.2,True,Standard,True,True,32,Credit Card,Weekly,Senior,52,Medium
814,814,54,Male,Handbag,Accessories,45.0,Montana,S,Olive,Summer,2.9,True,Store Pickup,True,True,14,Debit Card,Annually,Middle Age,1,Medium
815,815,31,Male,Shirt,Clothing,62.0,Minnesota,M,Pink,Winter,3.8,True,Express,True,True,8,PayPal,Monthly,Adult,12,Medium
816,816,30,Male,Hat,Accessories,84.0,West Virginia,L,Teal,Spring,3.0,True,Next Day Air,True,True,27,Venmo,Bi-Weekly,Adult,26,High
817,817,26,Male,Sweater,Clothing,24.0,Illinois,L,Cyan,Summer,3.9,True,Store Pickup,True,True,24,Debit Card,Monthly,Adult,12,Low
818,818,25,Male,Handbag,Accessories,21.0,Nevada,S,Gray,Spring,4.7,True,Store Pickup,True,True,30,PayPal,Fortnightly,Young Adult,26,Low
819,819,59,Male,Shirt,Clothing,91.0,Idaho,M,Peach,Winter,4.9,True,Store Pickup,True,True,34,Debit Card,Monthly,Middle Age,12,High
820,820,55,Male,Sunglasses,Accessories,36.0,Colorado,S,Teal,Winter,4.8,True,Next Day Air,True,True,28,Debit Card,Quarterly,Middle Age,4,Medium
821,821,56,Male,Sneakers,Footwear,39.0,Louisiana,M,Turquoise,Spring,2.5,True,2-Day Shipping,True,True,27,Debit Card,Monthly,Middle Age,12,Medium
822,822,62,Male,Hoodie,Clothing,39.0,Vermont,M,Green,Spring,3.9,True,Standard,True,True,31,Credit Card,Bi-Weekly,Senior,26,Medium
823,823,35,Male,Shirt,Clothing,59.0,Mississippi,L,Magenta,Winter,3.4,True,Standard,True,True,23,Bank Transfer,Annually,Adult,1,Medium
824,824,51,Male,Sunglasses,Accessories,27.0,Georgia,M,Green,Winter,2.5,True,Free Shipping,True,True,11,Credit Card,Quarterly,Middle Age,4,Low
825,825,61,Male,Blouse,Clothing,94.0,Georgia,M,White,Spring,3.0,True,Store Pickup,True,True,48,Cash,Quarterly,Senior,4,High
826,826,27,Male,Belt,Accessories,94.0,Nebraska,XL,Brown,Fall,3.6,True,Next Day Air,True,True,17,Cash,Monthly,Adult,12,High
827,827,54,Male,Dress,Clothing,94.0,Massachusetts,M,Purple,Winter,3.6,True,Standard,True,True,36,PayPal,Weekly,Middle Age,52,High
828,828,31,Male,Shoes,Footwear,51.0,Colorado,S,Green,Fall,4.1,True,Free Shipping,True,True,33,Bank Transfer,Fortnightly,Adult,26,Medium
829,829,24,Male,Socks,Clothing,62.0,Nevada,M,Peach,Fall,3.7,True,2-Day Shipping,True,True,27,PayPal,Bi-Weekly,Young Adult,26,Medium
830,830,42,Male,Socks,Clothing,57.0,Idaho,S,Silver,Spring,3.1,True,2-Day Shipping,True,True,14,Credit Card,Fortnightly,Middle Age,26,Medium
831,831,41,Male,Shorts,Clothing,76.0,Wyoming,M,Maroon,Fall,4.2,True,Express,True,True,5,Credit Card,Annually,Middle Age,1,High
832,832,66,Male,Gloves,Accessories,63.0,Washington,M,Red,Summer,4.3,True,Express,True,True,47,Cash,Every 3 Months,Senior,4,Medium
833,833,58,Male,Jacket,Outerwear,80.0,California,L,Blue,Fall,2.5,True,Express,True,True,28,Cash,Bi-Weekly,Middle Age,26,High
834,834,43,Male,Handbag,Accessories,68.0,Oklahoma,M,Purple,Fall,3.5,True,Standard,True,True,11,Credit Card,Annually,Middle Age,1,Medium
835,835,52,Male,Backpack,Accessories,89.0,Nevada,M,Indigo,Summer,3.1,True,Free Shipping,True,True,18,Credit Card,Weekly,Middle Age,52,High
836,836,35,Male,Boots,Footwear,26.0,Maryland,L,Indigo,Summer,2.5,True,Next Day Air,True,True,21,Debit Card,Weekly,Adult,52,Low
837,837,23,Male,Gloves,Accessories,90.0,West Virginia,L,Violet,Winter,3.9,True,Store Pickup,True,True,22,Cash,Bi-Weekly,Young Adult,26,High
838,838,25,Male,Hoodie,Clothing,28.0,Illinois,L,Brown,Spring,4.9,True,Express,True,True,33,Cash,Every 3 Months,Young Adult,4,Low
839,839,33,Male,Coat,Outerwear,29.0,Kentucky,M,Gray,Spring,4.3,True,Express,True,True,49,Credit Card,Annually,Adult,1,Low
840,840,48,Male,Shirt,Clothing,31.0,Illinois,L,Teal,Spring,2.6,True,Free Shipping,True,True,10,Debit Card,Every 3 Months,Middle Age,4,Medium
841,841,42,Male,Shirt,Clothing,24.0,Alabama,L,Teal,Summer,4.2,True,2-Day Shipping,True,True,18,PayPal,Weekly,Middle Age,52,Low
842,842,55,Male,Sweater,Clothing,88.0,Texas,M,Beige,Summer,2.6,True,Store Pickup,True,True,28,PayPal,Fortnightly,Middle Age,26,High
843,843,59,Male,Shirt,Clothing,87.0,Missouri,M,Violet,Spring,3.6,True,Express,True,True,25,PayPal,Weekly,Middle Age,52,High
844,844,65,Male,Hoodie,Clothing,80.0,Pennsylvania,S,Beige,Summer,3.2,True,Express,True,True,6,PayPal,Weekly,Senior,52,High
845,845,59,Male,Sandals,Footwear,48.0,Missouri,L,Purple,Winter,4.4,True,Express,True,True,44,Venmo,Bi-Weekly,Middle Age,26,Medium
846,846,31,Male,Belt,Accessories,21.0,Michigan,XL,Charcoal,Winter,3.7,True,Standard,True,True,30,Venmo,Monthly,Adult,12,Low
847,847,49,Male,Boots,Footwear,72.0,Kentucky,M,Pink,Spring,3.7,True,Express,True,True,42,Debit Card,Quarterly,Middle Age,4,High
848,848,53,Male,Hoodie,Clothing,44.0,New Jersey,L,Blue,Fall,4.1,True,Standard,True,True,30,PayPal,Monthly,Middle Age,12,Medium
849,849,48,Male,Sandals,Footwear,73.0,Delaware,M,Lavender,Fall,3.6,True,Store Pickup,True,True,33,Credit Card,Bi-Weekly,Middle Age,26,High
850,850,23,Male,Jeans,Clothing,61.0,Missouri,S,Charcoal,Spring,4.3,True,Express,True,True,24,PayPal,Quarterly,Young Adult,4,Medium
851,851,68,Male,Shoes,Footwear,20.0,Connecticut,L,Turquoise,Winter,2.6,True,Store Pickup,True,True,13,Venmo,Monthly,Senior,12,Low
852,852,35,Male,Sandals,Footwear,86.0,Massachusetts,M,Red,Summer,2.9,True,Express,True,True,19,Debit Card,Monthly,Adult,12,High
853,853,34,Male,Dress,Clothing,60.0,Florida,L,Yellow,Spring,4.2,True,Next Day Air,True,True,23,Debit Card,Every 3 Months,Adult,4,Medium
